,stdev-0,stdev-0.001,stdev-0.002,stdev-0.003,stdev-0.005,stdev-0.01,stdev-0.02,stdev-0.03,stdev-0.05,stdev-0.1
1-Mar-83,0.021528594347895443,0.021528594347895443,0.021528594347895443,0.021533014273627835,0.021528594347895443,0.021529900235043652,0.021528594347895443,0.021518348156424904,0.02152799163075012,0.021587057910992056
1-Apr-83,0.018268379593621126,0.018268379593621126,0.018268379593621126,0.018269443935280526,0.018268282835288453,0.018268379593621126,0.018268379593621126,0.018268379593621126,0.017690538830899185,0.018268379593621126
1-May-83,0.0223071780021709,0.0223071780021709,0.0223071780021709,0.0223071780021709,0.022305969201087336,0.0223071780021709,0.0223071780021709,0.0223071780021709,0.02246952928616313,0.0223071780021709
1-Jun-83,0.00372231923616846,0.0037241532252384724,0.0037224109356219608,0.0037224109356219608,0.00372231923616846,0.003714341383713908,0.00372231923616846,0.003749462274404638,0.0037224109356219608,0.00372231923616846
1-Jul-83,0.006369859158635853,0.006369859158635853,0.006369859158635853,0.006369859158635853,0.006369859158635853,0.006369859158635853,0.006438752134403069,0.006370133268619012,0.006371960668506736,0.006369859158635853
1-Aug-83,0.0385525520211957,0.0385525520211957,0.0385525520211957,0.0385525520211957,0.0385525520211957,0.0385525520211957,0.038537236857296764,0.03828298634496225,0.0385525520211957,0.0385525520211957
1-Sep-83,0.026943827359870224,0.026943644838469956,0.026943827359870224,0.02694391862057036,0.026943827359870224,0.02690458525881236,0.026941272060266457,0.026943827359870224,0.026943827359870224,0.0269495767839787
1-Oct-83,0.01787041679477869,0.01787041679477869,0.017869779874543523,0.01787041679477869,0.01787087173780381,0.01791572912008057,0.017889524401833702,0.01787041679477869,0.0175427668280878,0.01787041679477869
1-Nov-83,0.022108138040538055,0.022108415137191733,0.022108138040538055,0.022108138040538055,0.022108138040538055,0.022108138040538055,0.022108138040538055,0.02211543491908489,0.022165127585644366,0.022108138040538055
1-Dec-83,0.011509117998925985,0.011509117998925985,0.011508561108814213,0.011509117998925985,0.011509117998925985,0.011509117998925985,0.011669409536097136,0.011509117998925985,0.011523689956850634,0.011509117998925985
1-Jan-84,0.0021106830010047665,0.0021106830010047665,0.0021104996020977654,0.002110591301551266,0.002113617383516786,0.002136175449077934,0.0021106830010047665,0.0021106830010047665,0.0021106830010047665,0.0021106830010047665
1-Feb-84,0.07239079945267793,0.07239128447458074,0.07239079945267793,0.07238992641325286,0.07239079945267793,0.0723906054439168,0.07248576674124874,0.07239070244829736,0.07239041143515568,0.07239079945267793
1-Mar-84,0.007081997591476767,0.007081997591476767,0.007081997591476767,0.007081512877720017,0.007081803705974067,0.007081997591476767,0.007081997591476767,0.007082288419730817,0.007081997591476767,0.007081997591476767
1-Apr-84,0.016474302650103145,0.016474302650103145,0.016474302650103145,0.016474302650103145,0.016474302650103145,0.016556018500158667,0.016489987445966883,0.01645794011614653,0.01617193464095221,0.016474302650103145
1-May-84,0.016271890808339358,0.016271890808339358,0.01627656783180679,0.01627150105638374,0.01627198824632826,0.0162767627077846,0.016237592636244847,0.016271890808339358,0.01627237799828388,0.016293327165898423
1-Jun-84,0.03316872046711712,0.033163836857293065,0.033168919798130345,0.03316872046711712,0.03317739136619248,0.03316872046711712,0.03302888976133862,0.033202407408352425,0.033081911810856915,0.03277613803656723
1-Jul-84,0.0191278564937852,0.019125432860843436,0.0191278564937852,0.0191278564937852,0.019174713397325897,0.019127957478491105,0.01912048461025401,0.0191278564937852,0.019127957478491105,0.019111496971428315
1-Aug-84,0.07115759930761484,0.07115759930761484,0.07115759930761484,0.07115750649259621,0.07115759930761484,0.07115759930761484,0.07111564691919484,0.07115759930761484,0.07115759930761484,0.07115759930761484
1-Sep-84,0.023521813766415222,0.023521813766415222,0.023521813766415222,0.023521813766415222,0.023521813766415222,0.02352227309179338,0.023529162972465795,0.02334102329757115,0.023521813766415222,0.023279657427048878
1-Oct-84,0.01259037128929946,0.01259037128929946,0.012590278699560004,0.012590463879038916,0.012581575264051053,0.012630092287526477,0.012577223546296578,0.01259037128929946,0.01259009352008109,0.01258500108441096
1-Nov-84,0.00028555864894949564,0.0002857421581384614,0.0002847328575991499,0.00029767025542123347,0.00028454934841018416,0.00028464110300466705,0.00026876755815913187,0.00028482461219363274,0.00028555864894949564,0.00028555864894949564
1-Dec-84,0.024100723962291033,0.02410026016931041,0.02409784844581117,0.024071412245915653,0.02410063120369491,0.02418290807845745,0.02410471258192439,0.024100723962291033,0.024100723962291033,0.024045810873385257
1-Jan-85,0.03536878821455234,0.03536878821455234,0.03537127799365345,0.03536869929387016,0.03535553903290717,0.03536878821455234,0.03536878821455234,0.035368610373187975,0.03536878821455234,0.03536478678385414
1-Feb-85,0.029711485568036582,0.029711316869428926,0.029711485568036582,0.029698580124550886,0.029711316869428926,0.029711401218732756,0.029711485568036582,0.029710979472213614,0.02971283515689783,0.029722113580318923
1-Mar-85,0.027671363175646217,0.027671363175646217,0.027671363175646217,0.027671363175646217,0.02766328299191747,0.027632408184617093,0.027670852848252825,0.027671363175646217,0.02770291841947112,0.02767153328477735
1-Apr-85,0.003981952519379814,0.003981952519379814,0.003981952519379814,0.003981952519379814,0.003977643559013327,0.004047347329647671,0.003981952519379814,0.003983642307758828,0.003981276604028208,0.003982121498217715
1-May-85,0.010546010142729208,0.010546010142729208,0.010560782036954127,0.010546010142729208,0.010546010142729208,0.010546092667277952,0.010546010142729208,0.010546010142729208,0.01080323916115978,0.010546670339119149
1-Jun-85,0.007179902431635485,0.007179902431635485,0.007180387094072621,0.007179902431635485,0.007182568075039733,0.007179902431635485,0.007180144762854053,0.0071800639857811975,0.007083293052499699,0.007177398342376949
1-Jul-85,0.006202519404423701,0.006202519404423701,0.006202995003043831,0.006202519404423701,0.006202519404423701,0.006202519404423701,0.006202519404423701,0.006203312068790584,0.006172873757102273,0.0062439757508116886
1-Aug-85,0.034683251849400826,0.034683251849400826,0.034683251849400826,0.034692489777988854,0.03468333288386213,0.03465942771777908,0.03474435183321987,0.034683251849400826,0.03468349495278472,0.03468211736694265
1-Sep-85,0.02381700539575981,0.02381153510744843,0.02381783422732214,0.02381700539575981,0.02381675674629111,0.023817254045228508,0.02381700539575981,0.02381700539575981,0.02381700539575981,0.023938512102797425
1-Oct-85,0.005623478382409647,0.005623478382409647,0.005623478382409647,0.005620610188976846,0.005623478382409647,0.005596189570606142,0.005623314485642058,0.0056231505888744695,0.005623478382409647,0.005257496900384271
1-Nov-85,0.043865657758109175,0.04387098867681962,0.04386619857594937,0.043865657758109175,0.04384147547468355,0.04386643035502374,0.043865657758109175,0.043865657758109175,0.04384796528876582,0.04431700887559335
1-Dec-85,0.02510345355934189,0.02510345355934189,0.02510345355934189,0.02510345355934189,0.025105220134052454,0.02510345355934189,0.025070771927196447,0.02510345355934189,0.025103674381180708,0.02510345355934189
1-Jan-86,0.011471047525103622,0.011471047525103622,0.011471047525103622,0.011471047525103622,0.011471047525103622,0.01147112081419614,0.011471047525103622,0.011442025044466014,0.011469874899623315,0.01148702454727281
1-Feb-86,0.04597857048431093,0.04597808364965533,0.045965217305186046,0.04597857048431093,0.04597857048431093,0.04597857048431093,0.04607635470227754,0.04597857048431093,0.04597857048431093,0.04597634495445678
1-Mar-86,0.0351331680435792,0.0351331680435792,0.0351331680435792,0.0351334964720997,0.0351328396150587,0.0351332337292833,0.0351329053007628,0.0351331680435792,0.0351331680435792,0.0351331680435792
1-Apr-86,0.007922388926273635,0.007922388926273635,0.007922388926273635,0.007922388926273635,0.007922388926273635,0.007924761090959822,0.007915015981978728,0.007896359227284664,0.007922324813714549,0.007922388926273635
1-May-86,0.006015609645243711,0.0060137542788587526,0.006015609645243711,0.006015609645243711,0.006015609645243711,0.006015609645243711,0.006015609645243711,0.006015609645243711,0.006015609645243711,0.005812031168107966
1-Jun-86,0.02292350336720984,0.022923378958004274,0.02292350336720984,0.02292424982244323,0.02292350336720984,0.02292350336720984,0.02292350336720984,0.022982970967469724,0.02292350336720984,0.02292350336720984
1-Jul-86,0.035161014401247706,0.0351608238251978,0.03515923569144858,0.035143100252556514,0.035161014401247706,0.035163809516646334,0.035161014401247706,0.0351687644939439,0.03515987094494827,0.035156885253499734
1-Aug-86,0.022610847317442603,0.022611096440529336,0.022610847317442603,0.022610847317442603,0.022610847317442603,0.022604992924904338,0.02261284030213648,0.022610847317442603,0.022768293108258928,0.022610847317442603
1-Sep-86,0.042925682179926775,0.042925682179926775,0.042925682179926775,0.04293426244738114,0.04293074069581405,0.042925682179926775,0.04292555411623343,0.042925682179926775,0.042854158607191516,0.042720908334262175
1-Oct-86,0.0007976091701440319,0.0008024297648352177,0.0007976091701440319,0.0007976091701440319,0.0007952952846922627,0.0007976091701440319,0.0007959380306510875,0.0008108497368958221,0.0007976091701440319,0.0007972235225687371
1-Nov-86,0.022520914315107332,0.022521038825829995,0.022520914315107332,0.022520914315107332,0.022520789804384666,0.022521910400888644,0.022520914315107332,0.022520914315107332,0.022520914315107332,0.022521038825829995
1-Dec-86,5.315410831885824e-06,4.701622052219693e-06,1.1023646482780836e-05,3.84231776068711e-06,7.095398292917601e-06,8.384354730216475e-06,5.499547465785662e-06,5.315410831885824e-06,5.315410831885824e-06,5.069895320019371e-06
1-Jan-87,0.053736032294866495,0.053736032294866495,0.05372057159366139,0.05373510926792888,0.05375478127953686,0.05373608998405009,0.053736147673233696,0.053736032294866495,0.053736032294866495,0.053736032294866495
1-Feb-87,0.038017384307415816,0.038017384307415816,0.038017384307415816,0.03801760159170293,0.03801890529742561,0.038017384307415816,0.038017384307415816,0.03812428817667534,0.038017384307415816,0.038017384307415816
1-Mar-87,0.02509139623397436,0.02509139623397436,0.025091291900373933,0.02509139623397436,0.025066043169070514,0.02509139623397436,0.025091500567574785,0.025094004573985043,0.02505425347222222,0.025036829760950854
1-Apr-87,0.022125571152350462,0.022125571152350462,0.022125782127657236,0.022124199812856425,0.022125360177043685,0.022110802880876215,0.022029155437154297,0.02212398883754965,0.022125571152350462,0.022125571152350462
1-May-87,0.0012904575892857928,0.0012900353467659035,0.0012907742711757099,0.001292779923145184,0.0012905631499157651,0.0012904575892857928,0.001318220034968515,0.0012907742711757099,0.0012903520286558206,0.001079969693120971
1-Jun-87,0.03492907933549678,0.0349324206761674,0.03492918058824437,0.03492907933549678,0.03489839975297562,0.03492907933549678,0.034936875797061555,0.034924320456359834,0.03494608979709266,0.03492907933549678
1-Jul-87,0.013269664932935013,0.013269861757044171,0.013269664932935013,0.013269763344989591,0.013269664932935013,0.013270255405262488,0.013269664932935013,0.013292693353706538,0.013269664932935013,0.013073431296104152
1-Aug-87,0.051188762504980584,0.051188762504980584,0.05118866985902392,0.051182647871840785,0.051188762504980584,0.05119052277815719,0.051188762504980584,0.051188762504980584,0.051188762504980584,0.0512483338551153
1-Sep-87,0.05247677101922854,0.05247677101922854,0.05247246197933013,0.05247677101922854,0.05247571769836449,0.052488261792290984,0.05246815293943171,0.05247677101922854,0.05247677101922854,0.05247677101922854
1-Oct-87,0.12413187183540779,0.12413187183540779,0.12413176292185274,0.12413187183540779,0.12412675289832044,0.12413176292185274,0.12405552343331777,0.12413100052696739,0.12471880698357204,0.12384009242142893
1-Nov-87,0.11170666753029337,0.11170666753029337,0.11170380261479591,0.11170666753029337,0.11170666753029337,0.11170666753029337,0.11168686224489796,0.11169421137595663,0.11170666753029337,0.11168997628348214
1-Dec-87,0.0028382613945798756,0.002838198080102438,0.0028382613945798756,0.002841300489496888,0.002828890851919087,0.0028382613945798756,0.0028382613945798756,0.0028382613945798756,0.0028378181932378114,0.0028383247090573134
1-Jan-88,0.024141109870103542,0.024142571790013723,0.024141109870103542,0.024141840830058634,0.024160784875561378,0.024141109870103542,0.024141109870103542,0.024133069310597555,0.024141231696762723,0.024141231696762723
1-Feb-88,0.013061109599749458,0.013061109599749458,0.013061109599749458,0.013082629162782196,0.013061109599749458,0.013060873121034811,0.01305998632585489,0.013061109599749458,0.013060991360392134,0.013060991360392134
1-Mar-88,0.01748306911871938,0.01748306911871938,0.01748306911871938,0.01748306911871938,0.017480542258656338,0.017488007981569867,0.017482839404168192,0.017482954261443785,0.01748306911871938,0.01748306911871938
1-Apr-88,0.0237983883743692,0.0237983883743692,0.0237983883743692,0.0237983883743692,0.023798272161200406,0.023755621928253434,0.023787580549671464,0.0237983883743692,0.023847197905262192,0.0237983883743692
1-May-88,0.025430425355695927,0.02542410973039087,0.025430425355695927,0.025430425355695927,0.025430663681179137,0.025430306192954322,0.02546641250366059,0.025430425355695927,0.025430425355695927,0.025430306192954322
1-Jun-88,0.05305285360437057,0.05305228992542479,0.05305262813279226,0.05305285360437057,0.05305285360437057,0.05303955078124996,0.053052740868581416,0.05305285360437057,0.05305285360437057,0.053051726246479
1-Jul-88,0.02908539532817717,0.02908528192208975,0.02908539532817717,0.02908528192208975,0.02908528192208975,0.02908539532817717,0.029221936257432093,0.02908539532817717,0.029015310366150973,0.02924337000795467
1-Aug-88,0.01844101906907712,0.01844101906907712,0.01844101906907712,0.01844101906907712,0.018440903340680742,0.01844101906907712,0.018440787612284362,0.01844101906907712,0.018635442774992933,0.018440671883887986
1-Sep-88,0.013305550190939833,0.013305550190939833,0.013305550190939833,0.013305550190939833,0.013305550190939833,0.013304183732217817,0.013305550190939833,0.0133056640625,0.0133056640625,0.012722072316639459
1-Oct-88,0.022190393779289753,0.02219446425654507,0.022190393779289753,0.022190393779289753,0.022190393779289753,0.022190393779289753,0.022190063740593378,0.022190393779289753,0.022190393779289753,0.022188303534212698
1-Nov-88,0.03748729748039668,0.03748741009138607,0.03748729748039668,0.03748729748039668,0.03748718486940729,0.03748718486940729,0.037477725546298434,0.03748741009138607,0.03748729748039668,0.03750497740573109
1-Dec-88,0.023559349570524413,0.023559349570524413,0.023573256314986437,0.023553058424220164,0.023559349570524413,0.023559459941512206,0.023559349570524413,0.023564757748926312,0.023559349570524413,0.023882184709821428
1-Jan-89,0.01689076306691259,0.01689065613776709,0.01689076306691259,0.016888303696566145,0.016890869996058086,0.01689076306691259,0.01689076306691259,0.01689076306691259,0.01689076306691259,0.01689076306691259
1-Feb-89,0.017950979219812924,0.017950979219812924,0.017950979219812924,0.017950875418526784,0.017950979219812924,0.017950252610809948,0.017950979219812924,0.017949006995376274,0.017950979219812924,0.017950667815954505
1-Mar-89,0.01591964528794418,0.015920166599493975,0.01591964528794418,0.015919749550254138,0.015894413808934103,0.01591964528794418,0.01591964528794418,0.01591964528794418,0.01592277315724295,0.016528432915794797
1-Apr-89,0.029961679693960918,0.029961679693960918,0.029961679693960918,0.029961679693960918,0.029961275888759135,0.029961679693960918,0.02995955971665154,0.029961780645261366,0.029906358381316195,0.029964708232974317
1-May-89,0.021989008771951587,0.021989008771951587,0.021989008771951587,0.021989008771951587,0.022002036345920205,0.021989008771951587,0.021989008771951587,0.02198930043405536,0.021988425447744035,0.022017202775316512
1-Jun-89,0.018465029740355618,0.018465029740355618,0.018464935463005837,0.018465029740355618,0.01846276708396081,0.018465029740355618,0.018465029740355618,0.018472949037737454,0.018388759364380565,0.01852291603312284
1-Jul-89,0.01426585979869683,0.01426585979869683,0.01426585979869683,0.01426585979869683,0.014276249935268463,0.014264848369473043,0.01426585979869683,0.01426585979869683,0.014819387428442235,0.01426585979869683
1-Aug-89,0.033498351311174686,0.033498351311174686,0.03349843935958244,0.03349887960162117,0.033498351311174686,0.03349430108441834,0.033498351311174686,0.033498351311174686,0.03351957097744164,0.033498351311174686
1-Sep-89,0.012458043382657252,0.012458043382657252,0.012458043382657252,0.01245821912454107,0.012458658479250614,0.012458043382657252,0.012464985187068064,0.012458043382657252,0.012458043382657252,0.012426497714511917
1-Oct-89,0.0007192625969254397,0.0007169786100767062,0.0007163636905405088,0.0007243576445110758,0.0007192625969254397,0.0007190869056293833,0.0007161001535964242,0.0007194382882214961,0.0007181206035010729,0.0007200532077576935
1-Nov-89,0.02674974265482624,0.02674974265482624,0.02674974265482624,0.026750011769271786,0.02675422789558535,0.02674974265482624,0.02674974265482624,0.02674974265482624,0.026212769631145317,0.02674974265482624
1-Dec-89,0.025617414552182007,0.025617414552182007,0.025617414552182007,0.025617414552182007,0.025624593098958398,0.025617414552182007,0.025617414552182007,0.025614262995060665,0.025618902787489305,0.025617414552182007
1-Jan-90,0.03959574658586595,0.03959574658586595,0.03959574658586595,0.03959637494438839,0.03959574658586595,0.039595207992846715,0.03959574658586595,0.03959592611687236,0.03959610564787877,0.0395979009579429
1-Feb-90,0.023486981974154598,0.023486981974154598,0.023486889622579093,0.023485504348946546,0.02348679727100359,0.023490491334023714,0.023470635745290548,0.023486981974154598,0.02359189336392612,0.023514687446805526
1-Mar-90,0.02268272056820778,0.02268272056820778,0.02268272056820778,0.022675867953607827,0.02268272056820778,0.02268064675063148,0.02268272056820778,0.022619784713066107,0.02273700048911793,0.022682630402226202
1-Apr-90,0.014970448574215265,0.014970448574215265,0.014970448574215265,0.014970899777392936,0.014970448574215265,0.014972253386925951,0.014970448574215265,0.014970448574215265,0.014969907130402058,0.014944278789910309
1-May-90,0.03235490623327088,0.03235490623327088,0.0323547319715828,0.03235481910242684,0.0323547319715828,0.03235490623327088,0.03235490623327088,0.03235490623327088,0.03235490623327088,0.032056047438213775
1-Jun-90,0.012811177512339025,0.012811177512339025,0.012811262191653449,0.012811177512339025,0.012802032146381313,0.012811177512339025,0.012804233808556319,0.012784249490352428,0.012811177512339025,0.012811346870967872
1-Jul-90,0.010048258646631954,0.010049106286498771,0.010048258646631954,0.010048258646631954,0.010034526880789525,0.010048767230552045,0.010048258646631954,0.010048258646631954,0.010048343410618636,0.010046393838924958
1-Aug-90,0.09136137093726379,0.09136137093726379,0.0913615554728836,0.09136137093726379,0.09135924877763606,0.0913612786694539,0.09134826890825774,0.09136137093726379,0.09136035599135488,0.09136137093726379
1-Sep-90,0.02881585813529406,0.028814890582644335,0.028807440427241444,0.028823211535431974,0.028808117714096252,0.02881585813529406,0.028817889995858482,0.02880947228780587,0.028815761380029087,0.028824953130201482
1-Oct-90,0.0292020431562276,0.0292020431562276,0.02920303682574196,0.0292020431562276,0.029217544400651604,0.0292020431562276,0.029201943789276163,0.0292020431562276,0.0292084026411195,0.0291956836713357
1-Nov-90,0.024093847163771907,0.024093847163771907,0.024093847163771907,0.024093847163771907,0.024093556787501254,0.024093363203320815,0.024093847163771907,0.02408058664741197,0.024093847163771907,0.024093847163771907
1-Dec-90,0.025218983929420152,0.025219169587690115,0.025218891100285173,0.025218983929420152,0.025219262416825095,0.025252031101473383,0.025191042359790874,0.02517748930608365,0.02521870544201521,0.025219262416825095
1-Jan-91,0.024822164905459815,0.024822164905459815,0.024824415118600004,0.024821414834413087,0.024813351570660745,0.024822164905459815,0.024821414834413087,0.024908985629118762,0.024821977387698133,0.024843166894768245
1-Feb-91,0.10161661718706866,0.10161661718706866,0.10161661718706866,0.10161661718706866,0.10161653294487209,0.10161653294487209,0.10161653294487209,0.10161661718706866,0.10161400567897537,0.10157584396393472
1-Mar-91,0.007964832129252586,0.007964012381263841,0.007964832129252586,0.007964668179654837,0.007964832129252586,0.007964668179654837,0.007964668179654837,0.007964832129252586,0.007965242003246957,0.007961799061694228
1-Apr-91,0.01796631103721392,0.01796631103721392,0.017960684640066983,0.01796631103721392,0.01796631103721392,0.01796639141431602,0.017967114808234912,0.01796631103721392,0.01796631103721392,0.01796631103721392
1-May-91,0.014816488846637783,0.014816488846637783,0.014816488846637783,0.014816488846637783,0.014816488846637783,0.014816488846637783,0.014817942103089675,0.014816085164290036,0.014816165900759586,0.014827630479435609
1-Jun-91,0.0002894753105669051,0.00028858791370371813,0.0002894753105669051,0.00028971732789322884,0.0002894753105669051,0.0002896366554511209,0.0002894753105669051,0.0002894753105669051,0.0002894753105669051,0.0002894753105669051
1-Jul-91,0.0010074629223183515,0.0010103523124572148,0.0010062590097604917,0.0010074629223183515,0.0010074629223183515,0.0010075431831555422,0.0010073826614811609,0.0009283257368483728,0.0010087470957134018,0.0010074629223183515
1-Aug-91,0.017780305914347337,0.017780305914347337,0.01778069776820102,0.017777014341976382,0.017780305914347337,0.017822234276691648,0.017780305914347337,0.017779522206639965,0.017780305914347337,0.017780305914347337
1-Sep-91,0.016893623288997964,0.01689370210505717,0.01689370210505717,0.01689370210505717,0.016893623288997964,0.016894017369294,0.0168929139444651,0.016893780921116378,0.016846570101651307,0.016893623288997964
1-Oct-91,0.0017126823280151585,0.0017126823280151585,0.0017126823280151585,0.0017126823280151585,0.0017077128092448034,0.0017126823280151585,0.0017072395217428648,0.0017126823280151585,0.0017125245655145124,0.0017126034467648355
1-Nov-91,0.008371413248292998,0.008371413248292998,0.008371492325765338,0.008371413248292998,0.008371413248292998,0.008374892657075906,0.008371571403237675,0.008371413248292998,0.008374339114769536,0.008371017860931305
1-Dec-91,0.0027572475913586287,0.0027565406386337956,0.0027572475913586287,0.0027572475913586287,0.0027572475913586287,0.0027572475913586287,0.002757875993780703,0.0027573261416613884,0.0027688730361669993,0.0027568548398448326
1-Jan-92,0.05960150485633769,0.05960150485633769,0.05961147983861273,0.05960150485633769,0.05960157820179559,0.05960150485633769,0.05964881267668624,0.059766458791165426,0.05960157820179559,0.06000937894774589
1-Feb-92,0.03128835261272602,0.03128835261272602,0.031291459405147125,0.03128975806644033,0.03129863461621491,0.03128783481398917,0.031216970358288788,0.03128835261272602,0.03128835261272602,0.03076485808977027
1-Mar-92,0.007822415815594588,0.007822415815594588,0.007822490731094698,0.007823764294596577,0.007822415815594588,0.007822415815594588,0.007822415815594588,0.007822415815594588,0.00781792088558796,0.00796550442080558
